audio_id,domain
YOU0000000777,"['International Relations', 'Climate Change', 'Technology', 'Peace and Security', 'Multilateralism', 'Human Rights', 'Global Governance', 'Political Polarization', 'Gender Equality', 'Economic Development']"
YOU0000010553,"['Science Education', 'Nanotechnology', 'Chemistry Education', 'Material Science', 'Biology Education', 'Engineering Education', 'Physics Education', 'Technology', 'Environmental Science', 'Medical Science']"
POD0000005847,"['Mental Health', 'Personal Trauma', 'Family Dynamics', 'Self-Harm', 'Abuse', 'Grief and Loss', 'Relationships', 'Humor', 'Therapy', 'Support and Advocacy']"
POD0000012627,"['Healthcare', 'Personal Experience', 'Medical Emergency', 'Neurology', 'Music', 'Travel', 'Family', 'Friendship', 'Recovery', 'Financial Burden']"
POD0000012760,"['Medical Ethics', 'Bioethics', 'Medical Research', 'Eugenics', 'Nazi Germany', 'Concentration Camps', 'Human Experimentation', 'Sterilization', 'Medical Trials', 'Medical History']"
POD0000011939,"['Astrophysics', 'Space exploration', 'Black holes', 'Gravitational redshift', 'Astronomy', 'Physics', 'Science', 'Cosmology', 'Quantum mechanics', 'Theoretical physics']"
YOU0000008047,"['News', 'Politics', 'Sports', 'Public Health', 'Education', 'Activism', 'Weather', 'Business', 'Entertainment', 'Infrastructure']"
POD0000011325,"['Environmentalism', 'Agriculture', 'Politics', 'Science', 'Climate Change', 'Economics', 'Technology', 'Business', 'Sustainability', 'Rural Life']"
POD0000006529,"['Artificial Intelligence', 'Self-driving cars', 'Machine learning', 'Data management', 'Cloud computing', 'Sensor technology', 'Job board', 'Content moderation', 'Infrastructure', 'Testing']"
YOU0000008668,"['Legal analysis', 'Animation critique', 'Copyright law', 'Comedy', 'Product advertisement', 'Password security', 'Television analysis', 'Satire', 'Pop culture commentary', 'Entertainment news']"
YOU0000009765,"['Political analysis', 'History', 'Social commentary', 'Legal analysis', 'Democracy and authoritarianism', 'American politics', 'Media criticism', 'International relations', 'Identity politics', 'Cultural criticism']"
YOU0000013176,"['Science', 'Technology', 'Social Networks', 'Mathematics', 'Psychology', 'Experiments', 'Internet', 'Data Analysis', 'Networking', 'Communication']"
POD0000009945,"['Political analysis', 'Critique of the democratic nomination process', 'Comparative politics', 'Demographics and society', 'Campaign strategy', 'Media analysis', 'Cultural commentary', 'Survivor game show analysis', 'Presidential history', 'Religious commentary']"
YOU0000012613,"['Biology', 'Chemistry', 'Cellular Biology', 'Immunology', 'Biochemistry', 'Microbiology', 'Nanotechnology', 'Biophysics', 'Toxicology', 'Medical Science']"
POD0000010256,"['Political analysis', 'Election coverage', 'Race relations', 'Demographics', 'Voter behavior', 'Social justice', 'Media criticism', 'Intersectionality', 'Campaign strategy', 'Healthcare policy']"
POD0000007725,"['Veterinary Medicine', 'Animal Health', 'Pet Care', 'Animal Behavior', 'Exotic Animals', 'Animal Welfare', 'Animal Husbandry', 'Medical Science', 'Mental Health', 'Personal Development']"
POD0000010272,"['Gun politics', 'Journalism', 'Political rallies', 'Conspiracy theories', 'Civil rights', 'Law enforcement', 'Activism', 'Social justice', 'Political extremism', 'Public safety']"
YOU0000009863,"['Library Science', 'Information Science', 'Archives', 'Digital Preservation', 'Cultural Studies', 'Education', 'History', 'Social Media', 'Copyright Law', 'Community Building']"
POD0000006345,"['Leadership', 'Entrepreneurship', 'Management', 'Culture', 'Startups', 'Venture Capital', 'Psychology', 'Open Source', 'Interviewing', 'Race Relations']"
POD0000011391,"['Energy policy', 'Renewable energy', 'Electricity pricing', 'Power grid', 'Solar power', 'Energy demand', 'Network infrastructure', 'Energy market', 'Energy industry', 'Government regulation']"
POD0000010001,"['Political analysis', 'Historical analysis', 'Conspiracy theories', 'Journalism', 'Podcasting', 'Economics', 'Social commentary', 'Media criticism', 'Foreign policy', 'Cultural criticism']"
YOU0000005526,"['Marketing and Advertising', 'Public Relations', 'Technology', 'Business', 'Media', 'Communication', 'Analytics', 'Sales', 'Customer Relationship Management', 'Acquisitions and Mergers']"
POD0000010750,"['Education', 'Child Development', 'Mental Health', 'Neuroscience', 'Alternative Medicine', 'Psychology', 'Learning Disabilities', 'Pediatrics', 'Teaching Methods', 'Personal Growth']"
YOU0000008909,"['Entertainment news', 'Celebrity gossip', 'Film and TV industry', 'Sports', 'Fashion and style', 'Charity and philanthropy', 'Automotive industry', 'Travel and leisure', 'International collaboration', 'Rumors and speculation']"
YOU0000008491,"['Network Marketing', 'Business Development', 'Personal Development', 'Sales', 'Motivational', 'Wellness', 'Entrepreneurship', 'Product Promotion', 'Success Stories', 'Training']"
YOU0000000013,"['Acting', 'Stage work', 'Problem-solving', 'Games and puzzles', 'Personal anecdotes', 'Television shows', 'Movies', 'Social media', 'Photography', 'COVID-19']"
YOU0000005130,"['Auctioning', 'Antique collecting', 'Business', 'Reality TV', 'Mystery', 'Conspiracy theories', 'History', 'Comedy', 'DIY', 'Travel']"
POD0000007513,"['Music history', 'Electronic music', 'Hip hop', 'Music technology', 'Musical instruments', 'Recording technology', 'Sound engineering', 'Podcasting', 'Social impact of music', 'Radio broadcasting']"
POD0000012115,"['Health and Fitness', 'Obesity and Weight Loss', 'Medical Treatments and Procedures', 'Diet and Nutrition', 'Mental Health and Psychology', 'Public Health and Policy', 'Pharmaceuticals and Drugs', 'Surgery and Devices', 'Addiction and Recovery', 'Food and Beverage Industry']"
YOU0000006713,"['Immigration Law', 'Humanitarian and Compassionate Considerations', 'Inadmissibility to Canada', 'Visa Application Process', 'Refugee Class', 'Temporary Resident Permit', 'Family Separation', 'Establishment in Canada', 'Financial Matters', 'Medical Issues']"
YOU0000010809,"['Icebreaker activities', 'College life', 'Cultural diversity', 'Student clubs and organizations', 'Campus events', 'Academic majors and minors', 'International student support', 'Canadian culture', 'Personal finance', 'Language learning']"
POD0000005280,"['Risk management', 'Complex systems', 'Decision making', 'Diversity', 'Anomalies', 'Failure analysis', 'Social media', 'Finance', 'Team management', 'Media analysis']"
POD0000009607,"['Business and Finance', 'Economics', 'Politics', 'Current Events', 'Small Business', 'Government Policy', 'Market Analysis', 'International Relations', 'Supply Chain Management', 'Risk Management']"
YOU0000005584,"['Education', 'Race Relations', 'Social Justice', 'Public Service', 'Leadership', 'Diversity', 'Politics', 'History', 'Current Events', 'Psychology']"
POD0000006473,"['Software Engineering', 'Programming', 'Technology', 'Analytics', 'Data Infrastructure', 'Conference', 'Real-time Applications', 'Developer Tools', 'Journalism', 'Marketing']"
POD0000009928,"['Political commentary', 'Public health information', 'Media analysis', 'Social commentary', 'Humor', 'Current events', 'Race relations', 'Interview', 'Opinion', 'Cultural analysis']"
POD0000006056,"['Cryptocurrency', 'Data Connectivity', 'Finance', 'Market Analysis', 'Social Media Analysis', 'Blockchain', 'Software Engineering', 'Artificial Intelligence', 'Entrepreneurship', 'Virtual Reality']"
POD0000010811,"['Neurodiversity and autism advocacy', 'History of autism research and diagnosis', 'Science and technology', 'Psychiatry and psychology', 'Disability rights', 'Gender and autism', 'Biography and memoir', 'Medical misinformation and vaccine hesitancy', 'Animal behavior and cognition', 'Physics and quantum mechanics']"
AUD0000001827,"['Drama', 'Romance', 'Tragedy', 'Japanese culture', 'Marriage', 'Betrayal', 'Heartbreak', 'Infidelity', 'Suicide', 'Cultural clash']"
YOU0000011741,"['Web Development', 'Debugging', 'Performance Optimization', 'Node.js', 'Asynchronous Programming', 'DevTools', 'JavaScript', 'Promises', 'Browser Runtime', 'Third-Party Attribution']"
POD0000008977,"['Spirituality', 'Health and Wellness', 'Philosophy', 'Science', 'Environment', 'Education', 'Psychology', 'Metaphysics', 'History', 'Politics']"
YOU0000009959,"['Geography', 'Science', 'Ecology', 'History', 'Travel', 'Climate', 'Wildlife', 'Literature', 'Architecture', 'Sports']"
POD0000009981,"['Political speeches', 'Social justice', 'Reparations', 'Race relations', 'History', 'Sports commentary', 'Humor', 'Current events', 'Interviews', 'Opinion pieces']"
POD0000010134,"['Political speech', 'International relations', 'Campaign rally', 'Foreign policy', 'Government policy', 'Personal commentary', 'Humor', 'Social commentary', 'Conspiracy theory', 'Environmentalism']"
YOU0000004457,"['Social Media', 'Politics', 'Internet Culture', 'Media Bias', 'Fake News', 'Freedom of Speech', 'Online Communities', 'Information Manipulation', 'Advertising', 'Censorship']"
YOU0000008720,"['Travel', 'Automotive', 'Luxury', 'Home Improvement', 'Sales', 'Entertainment', 'Technology', 'Interior Design', 'Real Estate', 'Customer Service']"
YOU0000007801,"['Sports history', 'Football (soccer) team history', 'Biography of football (soccer) players and managers', 'Football (soccer) tactics and strategy', 'Football (soccer) rivalries', 'Football (soccer) statistics and records', 'Youth development in football (soccer)', 'Financial struggles in football (soccer)', 'Stadium history and regulations', 'Local history and culture']"
POD0000004922,"['News (politics, sports, natural disasters)', 'Interview (with Tom Goldman and Julie McCarthy)', 'Investigative journalism (baseball scandal)', 'Human interest (volcano evacuees)', 'Sports commentary (baseball scandal)', 'Science and technology (electronic wearables in baseball)', 'Travel (volcano evacuation zone)', 'Business (impact of volcano on tourism, farming, and fishing)', 'Opinion (quick trial with no witnesses)', 'Entertainment (weird celebration in baseball)']"
YOU0000008552,"['Film-making', 'Interview', 'Personal experience', 'Pop culture', 'Parenting', 'Career advice', 'Movie critique', 'Hobbies', 'Friendship', 'Technology']"
YOU0000005812,"['Fashion', 'DIY', 'Comedy', 'Lifestyle', 'Beauty', 'Entertainment', 'Social Media', 'Education', 'Humor', 'How-to']"
POD0000009780,"['Biography', 'Literature', 'Civil Rights Movement', 'Music', 'Feminism', 'Intersectionality', 'Art', 'Memoir', 'Social Commentary', 'Journalism']"
POD0000007004,"['Interview', 'Biography', 'Entertainment', 'Motivational', 'Education', 'History', 'Art', 'Travel', 'Memoir', 'Self-help']"
YOU0000005944,"['Foreign policy', 'Politics', 'International relations', 'History', 'Civil society', 'Social media', 'Embargo', 'Covert operations', 'Democracy', 'Human rights']"
POD0000005984,"['Software Engineering', 'Workflow Orchestration', 'Job Search', 'Distributed Systems', 'Cloud Security', 'Database Management', 'Machine Learning', 'Unit Testing', 'Programming Languages', 'Enterprise Infrastructure']"
YOU0000007559,"['Indigenous knowledge and culture', 'Community building and social structures', 'Environmental sustainability and stewardship', 'Colonialism and its effects on indigenous peoples', 'History and pre-contact indigenous societies', 'Spirituality and interconnectedness with nature', 'Technology and its impact on society', 'Education and traditional knowledge', 'Social justice and inequality', 'Art and creativity as expressions of culture']"
YOU0000009887,"['Campus Safety', 'Academic Policies', 'COVID-19 Guidelines', 'Student Services', 'Diversity and Social Justice', 'Faculty and Staff Reductions', 'Technology Support', 'Graduate College Policies', 'Campus Engagement', 'Black Community Support']"
POD0000007404,"['Trucking', 'Food', 'Small Business', 'Travel', 'Community', 'History', 'Culture', 'Family', 'Work-Life Balance', 'Radio Broadcasting']"
YOU0000001565,"['Literary Criticism', 'Southern Gothic', 'Feminist Literature', 'Humor', 'Short Stories', 'Regionalism', 'Memoir', ""Women's Studies"", 'Religious Fiction', 'Rural Noir']"
POD0000005763,"['Mental Health', 'Sexual Abuse', 'Gender Identity', 'Addiction', 'Relationships', 'Self-Discovery', 'Trauma', 'Humor', 'Social Justice', 'Parenting']"
POD0000005360,"['Board Games', 'Psychology', 'Organizational Behavior', 'Social Commentary', 'Cultural Analysis', 'Cooperative Games', 'Competitive Games', 'Game Design', 'Evolutionary Psychology', 'Conflict Resolution']"
POD0000009149,"['Personal development', 'Spirituality', 'Mental health', 'Self-help', 'Mindfulness', 'Motivational', 'Philosophy', 'Life coaching', 'Health and wellness', 'Transformation']"
YOU0000009193,"['Awards Show', 'Motivational Speech', 'Comedy', 'Social Media', 'Beauty', 'Dance', 'Philanthropy', 'Acting', 'Fashion', 'Advertising']"
YOU0000012617,"['American history', 'Government and politics', 'Presidential power', 'Legislation and lawmaking', 'Civil rights and discrimination', 'Checks and balances', 'Executive branch', 'Public policy', 'Constitutional law', 'Social justice']"
YOU0000012417,"['Comedy', 'Musical', 'Drama', 'Sci-Fi', 'Horror', 'Romance', 'Action', 'Mystery', 'Thriller', 'Tragedy']"
POD0000007641,"['Astrobiology', 'Space exploration', 'Extraterrestrial life', 'Planetary science', 'Science communication', 'Astrophysics', 'Science history', 'Science education', 'Science fiction', 'Astrochemistry']"
YOU0000010109,"['Crime Investigation', 'Police Procedure', 'Action', 'Drama', 'Thriller', 'Suspense', 'Mystery', 'Dialogue', 'Character Study', 'Realism']"
YOU0000007243,"['Knitting tutorial', 'Crafting', 'DIY', 'Fashion', 'Textile arts', 'Sewing', 'Handicraft', 'Hobby', 'Home improvement', 'Art']"
YOU0000012541,"['Self-help', 'Philosophy', 'Motivational', 'Personal development', 'Spirituality', 'Productivity', 'Mindfulness', 'Leadership', 'Mental health', 'Environmentalism']"
POD0000012828,"['End-of-life care', 'Aging and frailty', 'Medical ethics', 'Palliative care', 'Patient autonomy', 'Healthcare system reform', 'Mental health and aging', 'Quality of life', 'Patient-centered care', 'Medical decision-making']"
YOU0000012829,"['Public Speaking', 'Education', 'Motivational', 'Neuroscience', 'Psychology', 'Communication', 'Science', 'Philosophy', 'Technology', 'Self-Improvement']"
POD0000010795,"['Mental Health', 'Parenting', 'Borderline Personality Disorder', 'Motherhood', 'Emotional Dysregulation', 'Attachment Relationships', 'Treatment Programs', 'Child Development', 'Self-Harm', 'Addiction']"
YOU0000001767,"['Education', 'Technology', 'Pedagogy', 'Online Learning', 'Social Media', 'Creativity', 'Cultural Diversity', 'Intellectual Pursuit', 'Privacy', 'Entertainment']"
POD0000007517,"['Marketing', 'Advertising', 'Branding', 'Music', 'Consumer Psychology', 'Media', 'Entertainment', 'Technology', 'Business', 'Communication']"
AUD0000001466,"['Sea adventure', 'Tragedy', 'Memoir', 'Romance', 'Survival', 'Family drama', 'Friendship', 'Coming of age', 'Action', 'Mystery']"
POD0000009880,"['Politics', 'News', 'History', 'Comedy', 'Biography', 'Media Criticism', 'Entertainment', 'Correction Segment', 'Current Events', 'Social Commentary']"
YOU0000001297,"['Reality TV', 'Automotive', 'Adventure', 'Construction', 'Engineering', 'Outdoor Recreation', 'Competition', 'Entrepreneurship', 'Travel', 'Survival']"
POD0000004205,"['Science', 'Medical Research', 'Genetic Engineering', 'Healthcare', 'Podcasting', 'News', 'Coronavirus', 'Vision Restoration', 'Human Trials', 'Biotechnology']"
YOU0000011267,"['Animal Rights', 'Veganism', 'Food Industry', 'Health and Nutrition', 'Environmentalism', 'Social Justice', 'Psychology', 'Ethics', 'Activism', 'Documentary']"
POD0000000804,"['Self-help', 'Spirituality', 'Social commentary', 'Leadership', 'Psychology', 'Education', 'Motivational', 'Personal growth', 'Relationships', 'Community building']"
POD0000007645,"['Environmental conservation', 'Technology', 'Wildlife', 'Science education', 'Climate change', 'Sustainability', 'Oceanography', 'Animal behavior', 'Renewable energy', 'Repair and maintenance']"
YOU0000013074,"['Technology', 'Photography', 'Vlogging', 'Social Media', 'Content Creation', 'Video Production', 'Camera Reviews', 'Online Influence', 'Equipment', 'Tutorial']"
POD0000000652,"['Religion', 'Spirituality', 'Prayer', 'Music', 'Meditation', 'Poetry', 'Translation', 'Christianity', 'Judaism', 'Monasticism']"
YOU0000009263,"['Relationship advice', 'Dating', 'Communication', 'Personal finance', 'Religion', 'Breakfast/food', 'Gender roles', 'Emotional trauma', 'Self-improvement', 'Entertainment']"
POD0000010589,"['Neuroplasticity and brain function improvement', 'Cognitive training and exercises', 'Education and learning', 'Personal development and self-improvement', 'Child development and parenting', 'Therapy and emotional healing', 'Neuroscience research and literature', 'School programs and curriculum', 'Language learning and comprehension', 'Social and emotional challenges']"
YOU0000005418,"['Chemistry', 'Biology', 'Science Education', 'Medicine', 'Pharmacology', 'Biochemistry', 'Organic Chemistry', 'Physics', 'Electron Configuration', 'Periodic Table']"
POD0000009615,"['Personal finance', 'Economics', 'Psychology', 'Unemployment', 'Financial therapy', 'Debt', 'Education', 'Small business', 'Employment', 'Food industry']"
POD0000011265,"['True Crime', 'Documentary', 'Legal Drama', 'Investigative Journalism', 'Murder Mystery', 'Courtroom Drama', 'Crime Thriller', 'Biographical Drama', 'Social Justice', 'Forensic Science']"
POD0000003168,"['Marketing', 'Branding', 'Consumer behavior', 'Identity', 'Sports', 'Psychology', 'Sociology', 'Storytelling', 'Visual design', 'Journalism']"
YOU0000011285,"['Assistive technology', 'Education', 'Neuroscience', 'Blindness and visual impairment', 'STEM education', 'Innovation', 'Child development', 'Spatial awareness', 'Building and construction', 'Sensory perception']"
POD0000009752,"['Musical Theater History', 'Broadway', 'Immigrant Experience', 'Puerto Rican Culture', 'Jewish Identity', 'Romeo and Juliet Adaptations', 'Choreography and Dance', 'Race and Ethnicity', 'Tragedy', 'New York City History']"
YOU0000012565,"['Art history', 'Social justice', 'Museum studies', 'African American history', 'American history', 'Education', 'Visual arts', 'Cultural studies', 'Race relations', 'Public policy']"
YOU0000006116,"['Hobbies', 'Crafts', 'Entertainment', 'Games', 'Education', 'Instructional', 'Recreation', 'Art', 'Puzzles', 'Trivia']"
POD0000009313,"['Sports journalism', 'Interview', 'Media criticism', 'Ethical dilemmas', 'Parenting', 'Minor league baseball', 'College football', 'Humor', 'Track and field', 'Gender and sports']"
POD0000009153,"['Neuroscience', 'Aging', 'Memory', 'Brain Stimulation', 'Healthcare', 'Technology', 'Data Analysis', 'Artificial Intelligence', 'Medical Research', 'Cognitive Function']"
POD0000009864,"['Political commentary', 'Economic analysis', 'Media criticism', 'Sports commentary', 'Public health discussion', 'Interview', 'Social commentary', 'Humor', 'Book review', 'Cultural analysis']"
YOU0000009311,"['Mountaineering', 'Environmental activism', 'Consumer safety advocacy', 'Science education', 'Memoir', 'Public health', 'Policy advocacy', 'Chemistry', 'Toxicology', 'Adventure travel']"
POD0000010959,"['Mental Health', 'Community Health', 'Healthcare Access', 'Therapy', 'Social Work', 'Global Health', 'Elderly Care', 'Technology in Healthcare', ""Women's Health"", 'Peer Support']"
YOU0000012821,"['Filmmaking', 'Storytelling', 'Creativity', 'Dance', 'Music', 'Social Inequality', 'Democracy', 'British History', 'Preparation', 'Panic']"
YOU0000012259,"['Religious/Spiritual', 'Marriage/Relationships', 'Self-help/Personal Growth', 'Motivational/Inspirational', 'Healing/Wellness', 'Teaching/Instructional', 'Christian Living', 'Hope/Encouragement', 'Counseling/Psychology', 'Family/Parenting']"
YOU0000013252,"['Geography', 'Geology', 'History', 'Tourism', 'Ecology', 'Economy', 'Culture', 'Wildlife', 'Mining', 'Music']"
POD0000008801,"['Sexuality', 'Relationships', 'Self-help', 'Biology', 'Psychology', 'Meditation', 'Health', 'Personal growth', 'Spirituality', 'Science']"
POD0000009080,"['Meditation', 'Health and Wellness', 'Personal Development', 'Leadership', 'Business', 'Marketing', 'Accountability', 'Communication', 'Self-Reflection', 'Community Service']"
POD0000006313,"['Technology', 'Data Management', 'Software Engineering', 'Big Data', 'Data Warehousing', 'Event-Driven Architecture', 'Real-Time Processing', 'Career Opportunities', 'Humane Design', 'Psychological Health']"
POD0000004091,"['Medical Science', 'Personal Narrative', 'Science Journalism', 'Healthcare', 'Microbiology', 'Phage Therapy', 'Superbugs', 'Bacterial Infections', 'Antibiotic Resistance', 'Caregiving']"
YOU0000007037,"['Political Campaign', 'Election Coverage', 'Speech', 'Political Commentary', 'News Update', 'Political Analysis', 'Personal Story', 'Social Issues', 'Policy Discussion', 'Political Endorsement']"
YOU0000010255,"['Urban planning and development policies', 'Community organizing and resistance', 'Social and environmental challenges', 'Favela communities and their responses', 'Housing and property market', 'Gentrification and displacement', 'Government neglect and exploitation', 'Police violence and community resistance', 'Media representation and misreporting', 'Cultural incubators and popular culture']"
YOU0000008539,"['Space exploration', 'Biography', 'History', 'Science', 'Politics', 'Technology', 'National pride', 'Cold War', 'Military', 'Environmentalism']"
YOU0000010845,"['Religion', 'Theology', 'Scripture', 'Prophets', 'Revelation', 'Monotheism', 'Judaism', 'Christianity', 'Islam', 'Philosophy']"
POD0000004393,"['Sports', 'Entertainment', 'Business', 'Marketing', 'Technology', 'Consumer Behavior', 'Economics', 'Subscription Services', 'Pricing Strategies', 'Customer Satisfaction']"
POD0000000692,"['Poetry', 'Memoir', 'Feminism', 'Family', 'Love', 'Body positivity', 'Humor', 'Sexuality', 'Self-discovery', 'Social commentary']"
POD0000006393,"['Cybersecurity', 'Military Technology', 'International Relations', 'Journalism', 'Artificial Intelligence', 'Supply Chain Management', 'Robotics', 'Political Science', 'Data Management', 'Advertising']"
POD0000003372,"['Podcasting', 'Personal finance', 'Health and fitness', 'Science', 'Behavioral science', 'Investing', 'Parenting', 'Workplace skills', 'Relaxation techniques', 'News and culture']"
YOU0000008951,"['Political history', 'International relations', 'Protest movements', 'Autonomy and sovereignty', 'Civil liberties', 'Economic development', 'Colonialism', 'Identity and nationalism', 'Legal systems', 'Media and censorship']"
POD0000011667,"['Technology', 'Biometrics', 'Privacy', 'Security', 'Identity', 'Innovation', 'Future', 'Research', 'Ethics', 'Society']"
AUD0000000465,"['Science Fiction', 'Adventure', 'Fantasy', 'Dystopian', 'Action', 'Survival', 'Mystery', 'Thriller', 'Post-Apocalyptic', 'Philosophical']"
POD0000009675,"['Investing', 'Art', 'Finance', 'Wealth management', 'Economics', 'Market analysis', 'Risk management', 'Asset management', 'Speculation', 'Collectibles']"
YOU0000005712,"['Conference facilitation', 'Human resources management', 'Government policy', 'Legal proceedings', 'Public speaking', 'Workforce diversity', 'Performance evaluation', 'Employee rights', 'Labor relations', 'Merit-based hiring']"
YOU0000005066,"['Agriculture', 'Sustainability', 'Business', 'Economics', 'Market Analysis', 'Consumerism', 'Occupational Risks', 'Productivity', 'Small Business', 'Community Development']"
YOU0000009903,"['Historical', 'Financial Literacy', 'Civil Rights', 'Politics', 'Education', 'Economics', 'Social Justice', 'Entrepreneurship', 'Community Building', 'Personal Development']"
POD0000008486,"['Political commentary', 'Conspiracy theories', 'Current events analysis', 'Propaganda analysis', 'International relations', 'Media criticism', 'Data analysis', 'History analysis', 'Social commentary', 'Psychological analysis']"
YOU0000006102,"['Sports news', 'Cycling news', 'Race analysis', 'Athlete profiles', 'Training tips', 'Equipment reviews', 'Humor/satire', 'Social media trends', 'Community engagement', 'Science/technology in sports']"
YOU0000000125,"['Art theory', 'Art criticism', 'Sculpture', 'Minimalism', 'Postmodernism', 'Site-specific art', 'Land art', 'Conceptual art', 'Monumental art', 'Environmental art']"
YOU0000008893,"['Medical research', 'Immunology', 'Infectious diseases', 'Public health', 'HIV/AIDS', 'Global health', 'Clinical studies', 'Epidemiology', 'Vaccinology', 'Health policy']"
AUD0000000705,"['Historical drama', 'Political drama', 'Biographical drama', 'Courtroom drama', 'Tragedy', 'Period piece', 'Intrigue', 'Power struggle', 'Betrayal', 'Romantic drama']"
POD0000000452,"['Psychology', 'Grief and Loss', 'Family Therapy', 'Mental Health', 'Trauma', 'Ambiguity', 'Immigrant Experience', 'Meaning-making', 'Poetry', 'Research Methodology']"
YOU0000010191,"['Missions and Evangelism', 'Military History', 'Humanitarian Aid', 'Christianity and Faith', 'Personal Growth and Development', 'History and Biography', 'International Relations', 'Healthcare and Medicine', 'Family and Relationships', 'Philosophy and Spirituality']"
POD0000009627,"['Economics', 'Politics', 'Finance', 'Monetary policy', 'Taxation', 'Inflation', 'Wealth inequality', 'Government spending', 'Debt', 'Social issues']"
POD0000006417,"['Software Engineering', 'Cloud Computing', 'Networking', 'IT Infrastructure', 'Business Development', 'Remote Work', 'Security', 'DevOps', 'Job Market', 'Data Analytics']"
POD0000011313,"['Investigative journalism', 'Social justice', 'Police reform', 'Sexual harassment', 'Discrimination', 'Workplace culture', 'Legal issues', 'Mental health', 'Human interest', 'Documentary']"
YOU0000009987,"['History', 'Politics', 'Human Rights', 'Geography', 'Environment', 'Culture', 'Economy', 'Healthcare', 'Religion', 'Film']"
YOU0000001347,"['Sports commentary', 'Racing analysis', 'Merchandise promotion', 'Entertainment news', 'Weather report', 'Competition coverage', 'Product advertisement', 'Standings update', 'Event recap', 'Interviews']"
AUD0000001542,"['Drama', 'Historical Fiction', 'Political Thriller', 'Courtroom Drama', 'Period Piece', 'Biographical Drama', 'Romance', 'Tragedy', 'Suspense', 'Mystery']"
POD0000009234,"['Food industry', 'Music industry', 'Economic impact', 'Restaurant culture', 'Obituary', 'Film critique', 'Songwriting', 'Television critique', 'Internet culture', 'Feminism']"
YOU0000002411,"['Coming of age', 'Family drama', 'Career choices', 'Education', 'Parent-child relationships', 'Financial struggles', 'Teenage angst', 'Friendship', 'Comedy', 'Romance']"
YOU0000011337,"['Technology', 'Broadcasting', 'Video Production', 'Audio Production', 'Editing', 'Multimedia', 'Digital Media', 'Product Demonstration', 'Industrial Design', 'Manufacturing']"
POD0000012539,"['Health and Wellness', 'Cancer Treatment', 'Physical Therapy', 'Medical Research', 'Exercise and Fitness', 'Patient Testimonial', 'Oncology', 'Clinical Trials', 'Symptom Management', 'Mental Health']"
YOU0000012113,"['Audio equipment setup', 'Audio recording', 'Audio editing', 'Product review', 'Tutorial', 'Technology', 'Comparison', 'Opinion sharing', 'Q&A', 'Demonstration']"
POD0000012127,"['Health', ""Women's Issues"", 'Fertility', 'Parenting', 'Science', 'Medicine', 'Psychology', 'Reproductive Health', 'Family Planning', 'Sociology']"
POD0000007908,"['Historical Fiction', 'Military Strategy', 'Political Drama', 'Tragedy', 'Action/Adventure', 'Brotherhood', 'Revenge', 'Intrigue', 'Leadership', 'Betrayal']"
YOU0000004158,"['Digital Marketing', 'Facebook Advertising', 'Lead Generation', 'E-commerce', 'Social Media Marketing', 'Business Strategy', 'Sales', 'Copywriting', 'Retargeting', 'Marketing Analytics']"
POD0000009370,"['Music history', 'Pop music', 'R&B music', 'African-American music', 'Crossover music', 'Biography', 'Film history', 'Chart analysis', 'Women in music', 'Legacy and influence']"
POD0000000932,"['Philosophy', 'Spirituality', 'Politics', 'Economics', 'Climate Change', 'Neuroscience', 'Education', 'Hope', 'Chess', 'Human Rights']"
POD0000007657,"['Science', 'History', 'Anthropology', 'Podcasting', 'Egyptology', 'Archaeology', 'Museums', ""Women's Studies"", 'Politics', 'Tourism']"
YOU0000008975,"['Gun control', 'Political commentary', 'Comedy', 'Social commentary', 'Crime', 'Violence', 'Current events', 'Satire', 'American culture', 'Civil rights']"
POD0000005352,"['Self-help', 'Adventure', 'Education', 'Humor', 'Masculinity', 'Skill-building', 'Interview', 'Psychology', 'Fitness', 'Entertainment']"
POD0000011659,"['Archaeology', 'Digital Mapping', 'Medical Imaging', 'Cultural Heritage Preservation', 'Art History', 'International Trade', 'Satellite Imagery', 'Data Management', 'Economic Integration', 'Geography']"
POD0000001180,"['Spirituality', 'Music', 'Religion', 'Activism', 'LGBTQ+', 'Philosophy', 'Feminism', 'Technology', 'Nature', 'Mysticism']"
POD0000000620,"['Science and Religion', 'Philosophy of Science', 'Ethics', 'Evolutionary Theory', 'Mathematics', 'Metaphysics', 'Moral Quest', 'Skepticism', 'Education', 'Cultural Relativism']"
POD0000010951,"['Nutrition and Diet', 'Mental Health', 'Psychiatry', 'Health and Wellness', 'Food and Mood', 'Depression', 'Gut Health', 'Holistic Health', 'Brain Plasticity', 'Probiotics']"
POD0000006369,"['Software Engineering', 'Data Analytics', 'Machine Learning', 'Cloud Computing', 'Big Data', 'DevOps', 'Product Management', 'Artificial Intelligence', 'Data Science', 'Advertising']"
YOU0000011583,"['History', 'Politics', 'Social Issues', 'Education', 'Humor', 'Sarcasm', 'Irony', 'Tragedy', 'Gender Issues', 'Violence']"
POD0000000196,"['Engineering', 'History', 'Architecture', 'Disaster', 'Science', 'Education', 'Technology', 'Media', 'Entertainment', 'Social Commentary']"
POD0000009555,"['Political analysis', 'True crime', 'Legal analysis', 'Historical fiction', 'Social justice', 'Cultural commentary', 'Literary criticism', 'Audio technology', 'Religious studies', 'Entrepreneurship']"
